figure	function	call	n	run	seconds	bytes
frame	value_counts	table(df$cat1)	100000	5	0.00272870063781738	6029267.2
frame	value_counts	table(df$cat1)	100000	6	0.00269579887390137	6029267.2
frame	drop_duplicates	unique(df)	100000	0	0.118531227111816	98719121.6
frame	drop_duplicates	unique(df)	100000	1	0.143962621688843	98719121.6
frame	drop_duplicates	unique(df)	100000	2	0.20411229133606	98719121.6
frame	drop_duplicates	unique(df)	100000	3	0.189958333969116	98719121.6
frame	drop_duplicates	unique(df)	100000	4	0.200681924819946	98719121.6
frame	drop_duplicates	unique(df)	100000	5	0.187260627746582	98719121.6
frame	drop_duplicates	unique(df)	100000	6	0.200638771057129	98719121.6
frame	transpose	t(m)	100000	0	0.000366619655064174	2559870.40000001
frame	transpose	t(m)	100000	1	0.000327723366873605	2559870.40000001
frame	transpose	t(m)	100000	2	0.000312328338623047	2559870.40000001
frame	transpose	t(m)	100000	3	0.000866174697875977	2559870.40000001
frame	transpose	t(m)	100000	4	0.000302723475864955	2559870.40000001
frame	transpose	t(m)	100000	5	0.000330720629010882	2559870.40000001
frame	transpose	t(m)	100000	6	0.000325032642909459	2559870.40000001
frame	filter	df[df$x > 0, ]	300000	0	0.011502742767334	20230243.2
frame	filter	df[df$x > 0, ]	300000	1	0.0107941627502441	20230243.2
frame	filter	df[df$x > 0, ]	300000	2	0.0154170989990234	20230243.2
frame	filter	df[df$x > 0, ]	300000	3	0.0115385055541992	20230243.2
frame	filter	df[df$x > 0, ]	300000	4	0.0162580013275146	20230243.2
frame	filter	df[df$x > 0, ]	300000	5	0.010831356048584	20230243.2
frame	filter	df[df$x > 0, ]	300000	6	0.0150740146636963	20230243.2
frame	select_cols	df[, c("x", "cat1")]	300000	0	7.76184929741754e-06	93320
frame	select_cols	df[, c("x", "cat1")]	300000	1	7.36301327929085e-06	93320
frame	select_cols	df[, c("x", "cat1")]	300000	2	7.30708793357567e-06	93320
frame	select_cols	df[, c("x", "cat1")]	300000	3	6.98625305552541e-06	93320
frame	select_cols	df[, c("x", "cat1")]	300000	4	6.70221116807726e-06	93320
frame	select_cols	df[, c("x", "cat1")]	300000	5	6.87145892484688e-06	93320
frame	select_cols	df[, c("x", "cat1")]	300000	6	7.33357888680917e-06	93320
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	300000	0	0.00614404678344727	12671968
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	300000	1	0.00549149513244629	12671968
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	300000	2	0.00556659698486328	12671968
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	300000	3	0.0052497386932373	12671968
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	300000	4	0.00975584983825684	12671968
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	300000	5	0.00523710250854492	12671968
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	300000	6	0.00517606735229492	12671968
frame	merge	merge(df_id, df_id, by = "id")	300000	0	0.109455823898315	104103531.2
frame	merge	merge(df_id, df_id, by = "id")	300000	1	0.111850500106812	104103531.2
frame	merge	merge(df_id, df_id, by = "id")	300000	2	0.15114688873291	104103531.2
frame	merge	merge(df_id, df_id, by = "id")	300000	3	0.169464349746704	104103531.2
frame	merge	merge(df_id, df_id, by = "id")	300000	4	0.171109676361084	104103531.2
frame	merge	merge(df_id, df_id, by = "id")	300000	5	0.163796186447144	104103531.2
frame	merge	merge(df_id, df_id, by = "id")	300000	6	0.168166399002075	104103531.2
frame	value_counts	table(df$cat1)	300000	0	0.00890183448791504	18745180.8
frame	value_counts	table(df$cat1)	300000	1	0.00814485549926758	18745180.8
frame	value_counts	table(df$cat1)	300000	2	0.00804996490478516	18745180.8
frame	value_counts	table(df$cat1)	300000	3	0.0081326961517334	18745180.8
frame	value_counts	table(df$cat1)	300000	4	0.0121121406555176	18745180.8
frame	value_counts	table(df$cat1)	300000	5	0.00812458992004395	18745180.8
frame	value_counts	table(df$cat1)	300000	6	0.00801920890808105	18745180.8
frame	drop_duplicates	unique(df)	300000	0	0.463705062866211	193748251.2
frame	drop_duplicates	unique(df)	300000	1	0.589733123779297	193748251.2
frame	drop_duplicates	unique(df)	300000	2	0.488337278366089	193748251.2
frame	drop_duplicates	unique(df)	300000	3	0.486006259918213	193748251.2
frame	drop_duplicates	unique(df)	300000	4	0.481487035751343	193748251.2
frame	drop_duplicates	unique(df)	300000	5	0.482303380966187	193748251.2
frame	drop_duplicates	unique(df)	300000	6	0.459292888641357	193748251.2
frame	transpose	t(m)	300000	0	0.00116157531738281	7307174.40000001
frame	transpose	t(m)	300000	1	0.00102674961090088	7307174.40000001
frame	transpose	t(m)	300000	2	0.000964999198913574	7307174.40000001
frame	transpose	t(m)	300000	3	0.000903606414794922	7307174.40000001
frame	transpose	t(m)	300000	4	0.000878572463989258	7307174.40000001
frame	transpose	t(m)	300000	5	0.000904440879821777	7307174.40000001
frame	transpose	t(m)	300000	6	0.00276219844818115	7307174.40000001
