figure	function	call	n	run	seconds	bytes
io	read_table (csv, numeric)	read.csv(num.csv)	1000	6	0.000914573669433594	729081.600000001
io	read_table (csv, mixed)	read.csv(mix.csv)	1000	0	0.00105786323547363	720913.600000001
io	read_table (csv, mixed)	read.csv(mix.csv)	1000	1	0.000840067863464355	720913.600000001
io	read_table (csv, mixed)	read.csv(mix.csv)	1000	2	0.000806331634521484	720913.600000001
io	read_table (csv, mixed)	read.csv(mix.csv)	1000	3	0.000782608985900879	720913.600000001
io	read_table (csv, mixed)	read.csv(mix.csv)	1000	4	0.000761508941650391	720913.600000001
io	read_table (csv, mixed)	read.csv(mix.csv)	1000	5	0.000809550285339355	720913.600000001
io	read_table (csv, mixed)	read.csv(mix.csv)	1000	6	0.000748157501220703	720913.600000001
io	read_table (tsv, mixed)	read.delim(mix.tsv)	1000	0	0.00102722644805908	715393.600000001
io	read_table (tsv, mixed)	read.delim(mix.tsv)	1000	1	0.000865817070007324	715393.600000001
io	read_table (tsv, mixed)	read.delim(mix.tsv)	1000	2	0.000879883766174316	715393.600000001
io	read_table (tsv, mixed)	read.delim(mix.tsv)	1000	3	0.000801324844360352	715393.600000001
io	read_table (tsv, mixed)	read.delim(mix.tsv)	1000	4	0.000769615173339844	715393.600000001
io	read_table (tsv, mixed)	read.delim(mix.tsv)	1000	5	0.00076138973236084	715393.600000001
io	read_table (tsv, mixed)	read.delim(mix.tsv)	1000	6	0.000793218612670898	715393.600000001
io	read_table (csv, hoa)	read.csv(mix.csv)	1000	0	0.000969409942626953	711641.600000001
io	read_table (csv, hoa)	read.csv(mix.csv)	1000	1	0.000800450642903646	711641.600000001
io	read_table (csv, hoa)	read.csv(mix.csv)	1000	2	0.000766277313232422	711641.600000001
io	read_table (csv, hoa)	read.csv(mix.csv)	1000	3	0.00076444943745931	711641.600000001
io	read_table (csv, hoa)	read.csv(mix.csv)	1000	4	0.000747203826904297	711641.600000001
io	read_table (csv, hoa)	read.csv(mix.csv)	1000	5	0.000752766927083333	711641.600000001
io	read_table (csv, hoa)	read.csv(mix.csv)	1000	6	0.00073854128519694	711641.600000001
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	1000	0	0.00164651870727539	166307.200000003
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	1000	1	0.00143074989318848	166307.200000003
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	1000	2	0.00138044357299805	166307.200000003
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	1000	3	0.00132441520690918	166307.200000003
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	1000	4	0.00131106376647949	166307.200000003
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	1000	5	0.00134611129760742	166307.200000003
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	1000	6	0.00136661529541016	166307.200000003
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	1000	0	0.00160980224609375	162891.200000003
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	1000	1	0.00155758857727051	162891.200000003
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	1000	2	0.00144267082214355	162891.200000003
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	1000	3	0.00136399269104004	162891.200000003
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	1000	4	0.00129961967468262	162891.200000003
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	1000	5	0.00130367279052734	162891.200000003
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	1000	6	0.00129365921020508	162891.200000003
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	1000	0	0.00162911415100098	159371.200000003
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	1000	1	0.00142908096313477	159371.200000003
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	1000	2	0.00139522552490234	159371.200000003
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	1000	3	0.00132524967193604	159371.200000003
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	1000	4	0.00133931636810303	159371.200000003
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	1000	5	0.00129318237304688	159371.200000003
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	1000	6	0.0012737512588501	159371.200000003
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	1000	0	0.00186729431152344	225436.800000004
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	1000	1	0.00162458419799805	225436.800000004
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	1000	2	0.00166034698486328	225436.800000004
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	1000	3	0.00148963928222656	225436.800000004
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	1000	4	0.00152182579040527	225436.800000004
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	1000	5	0.00145912170410156	225436.800000004
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	1000	6	0.00143742561340332	225436.800000004
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	1000	0	0.00438213348388672	1864238.40000001
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	1000	1	0.0035712718963623	1864238.40000001
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	1000	2	0.00342559814453125	1864238.40000001
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	1000	3	0.00351548194885254	1864238.40000001
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	1000	4	0.00478887557983398	1864238.40000001
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	1000	5	0.00354433059692383	1864238.40000001
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	1000	6	0.00347638130187988	1864238.40000001
io	read_table (csv, numeric)	read.csv(num.csv)	3000	0	0.00361824035644531	1476249.6
io	read_table (csv, numeric)	read.csv(num.csv)	3000	1	0.0027005672454834	1476249.6
io	read_table (csv, numeric)	read.csv(num.csv)	3000	2	0.00249552726745605	1476249.6
io	read_table (csv, numeric)	read.csv(num.csv)	3000	3	0.00242805480957031	1476249.6
io	read_table (csv, numeric)	read.csv(num.csv)	3000	4	0.00243496894836426	1476249.6
io	read_table (csv, numeric)	read.csv(num.csv)	3000	5	0.00276398658752441	1476249.6
io	read_table (csv, numeric)	read.csv(num.csv)	3000	6	0.00298833847045898	1476249.6
io	read_table (csv, mixed)	read.csv(mix.csv)	3000	0	0.00320744514465332	1470737.6
io	read_table (csv, mixed)	read.csv(mix.csv)	3000	1	0.00229477882385254	1470737.6
io	read_table (csv, mixed)	read.csv(mix.csv)	3000	2	0.00208854675292969	1470737.6
io	read_table (csv, mixed)	read.csv(mix.csv)	3000	3	0.00202822685241699	1470737.6
io	read_table (csv, mixed)	read.csv(mix.csv)	3000	4	0.00199723243713379	1470737.6
io	read_table (csv, mixed)	read.csv(mix.csv)	3000	5	0.00197887420654297	1470737.6
io	read_table (csv, mixed)	read.csv(mix.csv)	3000	6	0.00200700759887695	1470737.6
io	read_table (tsv, mixed)	read.delim(mix.tsv)	3000	0	0.00242805480957031	1466129.6
io	read_table (tsv, mixed)	read.delim(mix.tsv)	3000	1	0.00200843811035156	1466129.6
io	read_table (tsv, mixed)	read.delim(mix.tsv)	3000	2	0.00202429294586182	1466129.6
io	read_table (tsv, mixed)	read.delim(mix.tsv)	3000	3	0.00193357467651367	1466129.6
io	read_table (tsv, mixed)	read.delim(mix.tsv)	3000	4	0.00193643569946289	1466129.6
io	read_table (tsv, mixed)	read.delim(mix.tsv)	3000	5	0.00203490257263184	1466129.6
io	read_table (tsv, mixed)	read.delim(mix.tsv)	3000	6	0.0023263692855835	1466129.6
io	read_table (csv, hoa)	read.csv(mix.csv)	3000	0	0.00284671783447266	1460409.6
io	read_table (csv, hoa)	read.csv(mix.csv)	3000	1	0.0022890567779541	1460409.6
io	read_table (csv, hoa)	read.csv(mix.csv)	3000	2	0.00225400924682617	1460409.6
io	read_table (csv, hoa)	read.csv(mix.csv)	3000	3	0.00206112861633301	1460409.6
io	read_table (csv, hoa)	read.csv(mix.csv)	3000	4	0.00201654434204102	1460409.6
io	read_table (csv, hoa)	read.csv(mix.csv)	3000	5	0.00202298164367676	1460409.6
io	read_table (csv, hoa)	read.csv(mix.csv)	3000	6	0.00196385383605957	1460409.6
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	3000	0	0.0042572021484375	199310.399999999
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	3000	1	0.0037992000579834	199310.399999999
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	3000	2	0.0036776065826416	199310.399999999
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	3000	3	0.00356483459472656	199310.399999999
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	3000	4	0.00360774993896484	199310.399999999
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	3000	5	0.00355792045593262	199310.399999999
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	3000	6	0.00380134582519531	199310.399999999
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	3000	0	0.00425028800964355	195046.399999999
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	3000	1	0.00374650955200195	195046.399999999
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	3000	2	0.00364327430725098	195046.399999999
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	3000	3	0.00360345840454102	195046.399999999
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	3000	4	0.00358366966247559	195046.399999999
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	3000	5	0.00351786613464355	195046.399999999
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	3000	6	0.00361299514770508	195046.399999999
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	3000	0	0.00410866737365723	190782.399999999
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	3000	1	0.00378227233886719	190782.399999999
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	3000	2	0.00367879867553711	190782.399999999
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	3000	3	0.00383472442626953	190782.399999999
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	3000	4	0.00355839729309082	190782.399999999
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	3000	5	0.00359797477722168	190782.399999999
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	3000	6	0.00381565093994141	190782.399999999
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	3000	0	0.00500655174255371	396233.600000001
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	3000	1	0.00433564186096191	396233.600000001
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	3000	2	0.00405001640319824	396233.600000001
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	3000	3	0.00402021408081055	396233.600000001
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	3000	4	0.00411629676818848	396233.600000001
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	3000	5	0.00404524803161621	396233.600000001
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	3000	6	0.0040130615234375	396233.600000001
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	3000	0	0.0099637508392334	3430816.00000001
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	3000	1	0.0073084831237793	3430816.00000001
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	3000	2	0.00741982460021973	3430816.00000001
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	3000	3	0.00725150108337402	3430816.00000001
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	3000	4	0.00760722160339355	3430816.00000001
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	3000	5	0.0073089599609375	3430816.00000001
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	3000	6	0.00734543800354004	3430816.00000001
io	read_table (csv, numeric)	read.csv(num.csv)	10000	0	0.0111608505249023	4855025.6
io	read_table (csv, numeric)	read.csv(num.csv)	10000	1	0.00881075859069824	4855025.6
io	read_table (csv, numeric)	read.csv(num.csv)	10000	2	0.00849032402038574	4855025.6
io	read_table (csv, numeric)	read.csv(num.csv)	10000	3	0.0082852840423584	4855025.6
io	read_table (csv, numeric)	read.csv(num.csv)	10000	4	0.00855493545532227	4855025.6
io	read_table (csv, numeric)	read.csv(num.csv)	10000	5	0.00822210311889648	4855025.6
io	read_table (csv, numeric)	read.csv(num.csv)	10000	6	0.0083000659942627	4855025.6
io	read_table (csv, mixed)	read.csv(mix.csv)	10000	0	0.00851821899414062	4325225.6
io	read_table (csv, mixed)	read.csv(mix.csv)	10000	1	0.00659823417663574	4325225.6
io	read_table (csv, mixed)	read.csv(mix.csv)	10000	2	0.00664949417114258	4325225.6
io	read_table (csv, mixed)	read.csv(mix.csv)	10000	3	0.00657844543457031	4325225.6
io	read_table (csv, mixed)	read.csv(mix.csv)	10000	4	0.00664114952087402	4325225.6
io	read_table (csv, mixed)	read.csv(mix.csv)	10000	5	0.00641798973083496	4325225.6
io	read_table (csv, mixed)	read.csv(mix.csv)	10000	6	0.00644421577453613	4325225.6
io	read_table (tsv, mixed)	read.delim(mix.tsv)	10000	0	0.00857067108154297	4320961.6
io	read_table (tsv, mixed)	read.delim(mix.tsv)	10000	1	0.0072786808013916	4320961.6
io	read_table (tsv, mixed)	read.delim(mix.tsv)	10000	2	0.00674796104431152	4320961.6
io	read_table (tsv, mixed)	read.delim(mix.tsv)	10000	3	0.00674033164978027	4320961.6
io	read_table (tsv, mixed)	read.delim(mix.tsv)	10000	4	0.00681495666503906	4320961.6
io	read_table (tsv, mixed)	read.delim(mix.tsv)	10000	5	0.00693535804748535	4320961.6
io	read_table (tsv, mixed)	read.delim(mix.tsv)	10000	6	0.00770092010498047	4320961.6
io	read_table (csv, hoa)	read.csv(mix.csv)	10000	0	0.00836467742919922	4316697.6
io	read_table (csv, hoa)	read.csv(mix.csv)	10000	1	0.00665402412414551	4316697.6
io	read_table (csv, hoa)	read.csv(mix.csv)	10000	2	0.00652575492858887	4316697.6
io	read_table (csv, hoa)	read.csv(mix.csv)	10000	3	0.00659418106079102	4316697.6
io	read_table (csv, hoa)	read.csv(mix.csv)	10000	4	0.00752425193786621	4316697.6
io	read_table (csv, hoa)	read.csv(mix.csv)	10000	5	0.00670814514160156	4316697.6
io	read_table (csv, hoa)	read.csv(mix.csv)	10000	6	0.00655841827392578	4316697.6
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	10000	0	0.0126888751983643	222987.200000003
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	10000	1	0.0117504596710205	222987.200000003
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	10000	2	0.0115354061126709	222987.200000003
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	10000	3	0.0115571022033691	222987.200000003
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	10000	4	0.011601448059082	222987.200000003
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	10000	5	0.0115511417388916	222987.200000003
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	10000	6	0.0116093158721924	222987.200000003
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	10000	0	0.0123505592346191	218339.200000003
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	10000	1	0.0115106105804443	218339.200000003
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	10000	2	0.0115845203399658	218339.200000003
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	10000	3	0.0115587711334229	218339.200000003
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	10000	4	0.011430025100708	218339.200000003
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	10000	5	0.0114789009094238	218339.200000003
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	10000	6	0.0114803314208984	218339.200000003
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	10000	0	0.0123767852783203	214075.200000003
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	10000	1	0.0115940570831299	214075.200000003
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	10000	2	0.0116159915924072	214075.200000003
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	10000	3	0.0116455554962158	214075.200000003
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	10000	4	0.0117483139038086	214075.200000003
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	10000	5	0.0116822719573975	214075.200000003
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	10000	6	0.0115375518798828	214075.200000003
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	10000	0	0.0146455764770508	838956.799999997
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	10000	1	0.0131785869598389	838956.799999997
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	10000	2	0.0131046772003174	838956.799999997
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	10000	3	0.0131344795227051	838956.799999997
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	10000	4	0.0132832527160645	838956.799999997
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	10000	5	0.0132291316986084	838956.799999997
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	10000	6	0.0131294727325439	838956.799999997
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	10000	0	0.0198700428009033	8697348.8
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	10000	1	0.0219924449920654	8697348.8
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	10000	2	0.0205800533294678	8697348.8
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	10000	3	0.0209987163543701	8697348.8
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	10000	4	0.0220673084259033	8697348.8
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	10000	5	0.0231142044067383	8697348.8
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	10000	6	0.0234525203704834	8697348.8
io	read_table (csv, numeric)	read.csv(num.csv)	30000	0	0.0301520824432373	12799382.4
io	read_table (csv, numeric)	read.csv(num.csv)	30000	1	0.0298488140106201	12799382.4
io	read_table (csv, numeric)	read.csv(num.csv)	30000	2	0.0252716541290283	12799382.4
io	read_table (csv, numeric)	read.csv(num.csv)	30000	3	0.0272769927978516	12799382.4
io	read_table (csv, numeric)	read.csv(num.csv)	30000	4	0.0267727375030518	12799382.4
io	read_table (csv, numeric)	read.csv(num.csv)	30000	5	0.0270090103149414	12799382.4
io	read_table (csv, numeric)	read.csv(num.csv)	30000	6	0.0281434059143066	12799382.4
io	read_table (csv, mixed)	read.csv(mix.csv)	30000	0	0.0248897075653076	11221006.4
io	read_table (csv, mixed)	read.csv(mix.csv)	30000	1	0.0228633880615234	11221006.4
io	read_table (csv, mixed)	read.csv(mix.csv)	30000	2	0.0234758853912354	11221006.4
io	read_table (csv, mixed)	read.csv(mix.csv)	30000	3	0.0272359848022461	11221006.4
io	read_table (csv, mixed)	read.csv(mix.csv)	30000	4	0.0252335071563721	11221006.4
io	read_table (csv, mixed)	read.csv(mix.csv)	30000	5	0.026580810546875	11221006.4
io	read_table (csv, mixed)	read.csv(mix.csv)	30000	6	0.0215334892272949	11221006.4
io	read_table (tsv, mixed)	read.delim(mix.tsv)	30000	0	0.0228266716003418	11216742.4
io	read_table (tsv, mixed)	read.delim(mix.tsv)	30000	1	0.0233027935028076	11216742.4
io	read_table (tsv, mixed)	read.delim(mix.tsv)	30000	2	0.0202136039733887	11216742.4
io	read_table (tsv, mixed)	read.delim(mix.tsv)	30000	3	0.0206658840179443	11216742.4
io	read_table (tsv, mixed)	read.delim(mix.tsv)	30000	4	0.0199401378631592	11216742.4
io	read_table (tsv, mixed)	read.delim(mix.tsv)	30000	5	0.0234372615814209	11216742.4
io	read_table (tsv, mixed)	read.delim(mix.tsv)	30000	6	0.0202963352203369	11216742.4
io	read_table (csv, hoa)	read.csv(mix.csv)	30000	0	0.0244717597961426	11212078.4
io	read_table (csv, hoa)	read.csv(mix.csv)	30000	1	0.0202922821044922	11212078.4
io	read_table (csv, hoa)	read.csv(mix.csv)	30000	2	0.020679235458374	11212078.4
io	read_table (csv, hoa)	read.csv(mix.csv)	30000	3	0.0229542255401611	11212078.4
io	read_table (csv, hoa)	read.csv(mix.csv)	30000	4	0.0210485458374023	11212078.4
io	read_table (csv, hoa)	read.csv(mix.csv)	30000	5	0.0198390483856201	11212078.4
io	read_table (csv, hoa)	read.csv(mix.csv)	30000	6	0.0220444202423096	11212078.4
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	30000	0	0.0355110168457031	197766.399999999
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	30000	1	0.0351324081420898	197766.399999999
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	30000	2	0.0345027446746826	197766.399999999
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	30000	3	0.034442663192749	197766.399999999
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	30000	4	0.0344307422637939	197766.399999999
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	30000	5	0.0343799591064453	197766.399999999
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	30000	6	0.0403611660003662	197766.399999999
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	30000	0	0.0351524353027344	193502.399999999
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	30000	1	0.0348560810089111	193502.399999999
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	30000	2	0.0343494415283203	193502.399999999
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	30000	3	0.0343291759490967	193502.399999999
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	30000	4	0.034203052520752	193502.399999999
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	30000	5	0.0342435836791992	193502.399999999
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	30000	6	0.0341806411743164	193502.399999999
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	30000	0	0.0353877544403076	189238.399999999
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	30000	1	0.0351040363311768	189238.399999999
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	30000	2	0.0343475341796875	189238.399999999
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	30000	3	0.0344233512878418	189238.399999999
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	30000	4	0.03434157371521	189238.399999999
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	30000	5	0.0347955226898193	189238.399999999
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	30000	6	0.0342347621917725	189238.399999999
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	30000	0	0.0418145656585693	2282126.40000001
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	30000	1	0.0402829647064209	2282126.40000001
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	30000	2	0.0393712520599365	2282126.40000001
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	30000	3	0.0395662784576416	2282126.40000001
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	30000	4	0.0396363735198975	2282126.40000001
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	30000	5	0.0395400524139404	2282126.40000001
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	30000	6	0.0393354892730713	2282126.40000001
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	30000	0	0.0647904872894287	23981537.6
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	30000	1	0.0619833469390869	23981537.6
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	30000	2	0.0639345645904541	23981537.6
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	30000	3	0.0573127269744873	23981537.6
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	30000	4	0.055161714553833	23981537.6
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	30000	5	0.058917760848999	23981537.6
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	30000	6	0.0545835494995117	23981537.6
io	read_table (csv, numeric)	read.csv(num.csv)	100000	0	0.133171319961548	43270918.4
io	read_table (csv, numeric)	read.csv(num.csv)	100000	1	0.128931045532227	43270918.4
io	read_table (csv, numeric)	read.csv(num.csv)	100000	2	0.126441478729248	43270918.4
io	read_table (csv, numeric)	read.csv(num.csv)	100000	3	0.180465459823608	43270918.4
io	read_table (csv, numeric)	read.csv(num.csv)	100000	4	0.121000051498413	43270918.4
io	read_table (csv, numeric)	read.csv(num.csv)	100000	5	0.112450361251831	43270918.4
io	read_table (csv, numeric)	read.csv(num.csv)	100000	6	0.147674322128296	43270918.4
io	read_table (csv, mixed)	read.csv(mix.csv)	100000	0	0.0851762294769287	38756937.6
io	read_table (csv, mixed)	read.csv(mix.csv)	100000	1	0.0849471092224121	38756937.6
io	read_table (csv, mixed)	read.csv(mix.csv)	100000	2	0.102591514587402	38756937.6
io	read_table (csv, mixed)	read.csv(mix.csv)	100000	3	0.0772507190704346	38756937.6
io	read_table (csv, mixed)	read.csv(mix.csv)	100000	4	0.0944554805755615	38756937.6
io	read_table (csv, mixed)	read.csv(mix.csv)	100000	5	0.0883712768554688	38756937.6
io	read_table (csv, mixed)	read.csv(mix.csv)	100000	6	0.0960993766784668	38756937.6
io	read_table (tsv, mixed)	read.delim(mix.tsv)	100000	0	0.0897367000579834	38752465.6
io	read_table (tsv, mixed)	read.delim(mix.tsv)	100000	1	0.084697961807251	38752465.6
io	read_table (tsv, mixed)	read.delim(mix.tsv)	100000	2	0.095609188079834	38752465.6
io	read_table (tsv, mixed)	read.delim(mix.tsv)	100000	3	0.0739495754241943	38752465.6
io	read_table (tsv, mixed)	read.delim(mix.tsv)	100000	4	0.0855844020843506	38752465.6
io	read_table (tsv, mixed)	read.delim(mix.tsv)	100000	5	0.0715925693511963	38752465.6
io	read_table (tsv, mixed)	read.delim(mix.tsv)	100000	6	0.0797195434570312	38752465.6
io	read_table (csv, hoa)	read.csv(mix.csv)	100000	0	0.0755488872528076	38748201.6
io	read_table (csv, hoa)	read.csv(mix.csv)	100000	1	0.0729465484619141	38748201.6
io	read_table (csv, hoa)	read.csv(mix.csv)	100000	2	0.0876402854919434	38748201.6
io	read_table (csv, hoa)	read.csv(mix.csv)	100000	3	0.0725274085998535	38748201.6
io	read_table (csv, hoa)	read.csv(mix.csv)	100000	4	0.0800888538360596	38748201.6
io	read_table (csv, hoa)	read.csv(mix.csv)	100000	5	0.0723052024841309	38748201.6
io	read_table (csv, hoa)	read.csv(mix.csv)	100000	6	0.0797107219696045	38748201.6
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	100000	0	0.117459058761597	156132.799999997
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	100000	1	0.117029428482056	156132.799999997
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	100000	2	0.113948822021484	156132.799999997
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	100000	3	0.116594791412354	156132.799999997
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	100000	4	0.116741895675659	156132.799999997
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	100000	5	0.11627197265625	156132.799999997
