figure	function	call	n	run	seconds	bytes	version
transform	rank	scipy.stats.rankdata(x)	30000	1	0.002314065	1951684	3.14.2
transform	rank	scipy.stats.rankdata(x)	30000	2	0.002284769	1951684	3.14.2
transform	rank	scipy.stats.rankdata(x)	30000	3	0.002264996	1951684	3.14.2
transform	rank	scipy.stats.rankdata(x)	30000	4	0.002255293	1951684	3.14.2
transform	rank	scipy.stats.rankdata(x)	30000	5	0.002262281	1951684	3.14.2
transform	rank	scipy.stats.rankdata(x)	30000	6	0.002305011	1951684	3.14.2
transform	uniq	pd.unique(x)	30000	0	0.000452054	1560114	3.14.2
transform	uniq	pd.unique(x)	30000	1	0.000448774	1560114	3.14.2
transform	uniq	pd.unique(x)	30000	2	0.000447179	1560114	3.14.2
transform	uniq	pd.unique(x)	30000	3	0.000447744	1560114	3.14.2
transform	uniq	pd.unique(x)	30000	4	0.000448242	1560114	3.14.2
transform	uniq	pd.unique(x)	30000	5	0.000446220	1560114	3.14.2
transform	uniq	pd.unique(x)	30000	6	0.000447295	1560114	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	30000	0	0.000270302	482476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	30000	1	0.000253192	482476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	30000	2	0.000248586	482476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	30000	3	0.000245289	482476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	30000	4	0.000245033	482476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	30000	5	0.000245805	482476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	30000	6	0.000246665	482476	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	30000	0	0.000039930	265256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	30000	1	0.000039905	265256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	30000	2	0.000040960	265256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	30000	3	0.000040424	265256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	30000	4	0.000040362	265256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	30000	5	0.000039694	265256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	30000	6	0.000039657	265256	3.14.2
transform	seq	np.arange(1, n + 1)	30000	0	0.000008528	240096	3.14.2
transform	seq	np.arange(1, n + 1)	30000	1	0.000008509	240096	3.14.2
transform	seq	np.arange(1, n + 1)	30000	2	0.000008512	240096	3.14.2
transform	seq	np.arange(1, n + 1)	30000	3	0.000008511	240096	3.14.2
transform	seq	np.arange(1, n + 1)	30000	4	0.000008523	240096	3.14.2
transform	seq	np.arange(1, n + 1)	30000	5	0.000008515	240096	3.14.2
transform	seq	np.arange(1, n + 1)	30000	6	0.000008513	240096	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	30000	0	0.006820247	2885615	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	30000	1	0.006783678	2885615	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	30000	2	0.006781304	2885615	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	30000	3	0.006830280	2885615	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	30000	4	0.006646725	2885615	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	30000	5	0.006698857	2885615	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	30000	6	0.006662076	2885615	3.14.2
transform	rank	scipy.stats.rankdata(x)	100000	0	0.008700326	5702015	3.14.2
transform	rank	scipy.stats.rankdata(x)	100000	1	0.008612883	5702015	3.14.2
transform	rank	scipy.stats.rankdata(x)	100000	2	0.008614005	5702015	3.14.2
transform	rank	scipy.stats.rankdata(x)	100000	3	0.008540114	5702015	3.14.2
transform	rank	scipy.stats.rankdata(x)	100000	4	0.008582720	5702015	3.14.2
transform	rank	scipy.stats.rankdata(x)	100000	5	0.008618208	5702015	3.14.2
transform	rank	scipy.stats.rankdata(x)	100000	6	0.008570721	5702015	3.14.2
transform	uniq	pd.unique(x)	100000	0	0.002236397	3963314	3.14.2
transform	uniq	pd.unique(x)	100000	1	0.002239796	3963314	3.14.2
transform	uniq	pd.unique(x)	100000	2	0.002227203	3963314	3.14.2
transform	uniq	pd.unique(x)	100000	3	0.002231677	3963314	3.14.2
transform	uniq	pd.unique(x)	100000	4	0.002229555	3963314	3.14.2
transform	uniq	pd.unique(x)	100000	5	0.002231530	3963314	3.14.2
transform	uniq	pd.unique(x)	100000	6	0.002238157	3963314	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	100000	0	0.000545895	1602476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	100000	1	0.000526070	1602476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	100000	2	0.000523623	1602476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	100000	3	0.000518430	1602476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	100000	4	0.000523510	1602476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	100000	5	0.000544553	1602476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	100000	6	0.000521547	1602476	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	100000	0	0.000104170	881256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	100000	1	0.000103493	881256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	100000	2	0.000103860	881256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	100000	3	0.000103440	881256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	100000	4	0.000103408	881256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	100000	5	0.000103184	881256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	100000	6	0.000104907	881256	3.14.2
transform	seq	np.arange(1, n + 1)	100000	0	0.000027265	800096	3.14.2
transform	seq	np.arange(1, n + 1)	100000	1	0.000027222	800096	3.14.2
transform	seq	np.arange(1, n + 1)	100000	2	0.000027222	800096	3.14.2
transform	seq	np.arange(1, n + 1)	100000	3	0.000027240	800096	3.14.2
transform	seq	np.arange(1, n + 1)	100000	4	0.000027221	800096	3.14.2
transform	seq	np.arange(1, n + 1)	100000	5	0.000027232	800096	3.14.2
transform	seq	np.arange(1, n + 1)	100000	6	0.000027207	800096	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	100000	0	0.021647291	9605615	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	100000	1	0.021380154	9605615	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	100000	2	0.021356701	9605615	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	100000	3	0.021425798	9605615	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	100000	4	0.021325886	9605615	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	100000	5	0.021336163	9605615	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	100000	6	0.021367147	9605615	3.14.2
transform	rank	scipy.stats.rankdata(x)	300000	0	0.029440609	17102015	3.14.2
transform	rank	scipy.stats.rankdata(x)	300000	1	0.029587162	17102015	3.14.2
transform	rank	scipy.stats.rankdata(x)	300000	2	0.029476914	17102015	3.14.2
transform	rank	scipy.stats.rankdata(x)	300000	3	0.029875550	17102015	3.14.2
transform	rank	scipy.stats.rankdata(x)	300000	4	0.029497224	17102015	3.14.2
transform	rank	scipy.stats.rankdata(x)	300000	5	0.029498924	17102015	3.14.2
transform	rank	scipy.stats.rankdata(x)	300000	6	0.029722774	17102015	3.14.2
transform	uniq	pd.unique(x)	300000	0	0.005503968	15049650	3.14.2
transform	uniq	pd.unique(x)	300000	1	0.005483665	15049650	3.14.2
transform	uniq	pd.unique(x)	300000	2	0.005529815	15049650	3.14.2
transform	uniq	pd.unique(x)	300000	3	0.005482406	15049650	3.14.2
transform	uniq	pd.unique(x)	300000	4	0.005528891	15049650	3.14.2
transform	uniq	pd.unique(x)	300000	5	0.005487525	15049650	3.14.2
transform	uniq	pd.unique(x)	300000	6	0.005527177	15049650	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	300000	0	0.001352819	4802476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	300000	1	0.001315600	4802476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	300000	2	0.001305575	4802476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	300000	3	0.001427867	4802476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	300000	4	0.001307415	4802476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	300000	5	0.001302742	4802476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	300000	6	0.001308795	4802476	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	300000	0	0.000290083	2641256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	300000	1	0.000285727	2641256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	300000	2	0.000287414	2641256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	300000	3	0.000286555	2641256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	300000	4	0.000286866	2641256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	300000	5	0.000301148	2641256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	300000	6	0.000292021	2641256	3.14.2
transform	seq	np.arange(1, n + 1)	300000	0	0.000081919	2400096	3.14.2
transform	seq	np.arange(1, n + 1)	300000	1	0.000081874	2400096	3.14.2
transform	seq	np.arange(1, n + 1)	300000	2	0.000081909	2400096	3.14.2
transform	seq	np.arange(1, n + 1)	300000	3	0.000081871	2400096	3.14.2
transform	seq	np.arange(1, n + 1)	300000	4	0.000081829	2400096	3.14.2
transform	seq	np.arange(1, n + 1)	300000	5	0.000081778	2400096	3.14.2
transform	seq	np.arange(1, n + 1)	300000	6	0.000082586	2400096	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	300000	0	0.067124216	28805574	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	300000	1	0.067410952	28805574	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	300000	2	0.066920475	28805574	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	300000	3	0.066872337	28805574	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	300000	4	0.066926782	28805574	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	300000	5	0.066719244	28805574	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	300000	6	0.066882334	28805574	3.14.2
transform	rank	scipy.stats.rankdata(x)	1000000	0	0.120053895	57002015	3.14.2
transform	rank	scipy.stats.rankdata(x)	1000000	1	0.119193312	57002015	3.14.2
transform	rank	scipy.stats.rankdata(x)	1000000	2	0.119340585	57002015	3.14.2
transform	rank	scipy.stats.rankdata(x)	1000000	3	0.119754097	57002015	3.14.2
transform	rank	scipy.stats.rankdata(x)	1000000	4	0.119007677	57002015	3.14.2
transform	rank	scipy.stats.rankdata(x)	1000000	5	0.118162586	57002015	3.14.2
transform	rank	scipy.stats.rankdata(x)	1000000	6	0.118757283	57002015	3.14.2
transform	uniq	pd.unique(x)	1000000	0	0.028446345	58594994	3.14.2
transform	uniq	pd.unique(x)	1000000	1	0.028840370	58594994	3.14.2
transform	uniq	pd.unique(x)	1000000	2	0.028933730	58594994	3.14.2
transform	uniq	pd.unique(x)	1000000	3	0.028505245	58594994	3.14.2
transform	uniq	pd.unique(x)	1000000	4	0.028588483	58594994	3.14.2
transform	uniq	pd.unique(x)	1000000	5	0.028433098	58594994	3.14.2
transform	uniq	pd.unique(x)	1000000	6	0.029915416	58594994	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	1000000	0	0.004512192	16002476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	1000000	1	0.004479866	16002476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	1000000	2	0.004378123	16002476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	1000000	3	0.004288746	16002476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	1000000	4	0.004275321	16002476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	1000000	5	0.004275054	16002476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	1000000	6	0.004268860	16002476	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	1000000	0	0.000971987	8801256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	1000000	1	0.000941302	8801256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	1000000	2	0.000961374	8801256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	1000000	3	0.000949529	8801256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	1000000	4	0.000942396	8801256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	1000000	5	0.000968791	8801256	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	1000000	6	0.000957017	8801256	3.14.2
transform	seq	np.arange(1, n + 1)	1000000	0	0.000270107	8000096	3.14.2
transform	seq	np.arange(1, n + 1)	1000000	1	0.000269481	8000096	3.14.2
transform	seq	np.arange(1, n + 1)	1000000	2	0.000269616	8000096	3.14.2
transform	seq	np.arange(1, n + 1)	1000000	3	0.000269116	8000096	3.14.2
transform	seq	np.arange(1, n + 1)	1000000	4	0.000269263	8000096	3.14.2
transform	seq	np.arange(1, n + 1)	1000000	5	0.000269729	8000096	3.14.2
transform	seq	np.arange(1, n + 1)	1000000	6	0.000269818	8000096	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	1000000	0	0.253968724	96005666	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	1000000	1	0.257274683	96005666	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	1000000	2	0.254680338	96005666	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	1000000	3	0.253546036	96005666	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	1000000	4	0.253034304	96005666	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	1000000	5	0.254971908	96005666	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	1000000	6	0.254213026	96005666	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	1000	0	0.000709511	450036	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	1000	1	0.000651977	450036	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	1000	2	0.000644067	450036	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	1000	3	0.000630694	450036	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	1000	4	0.000633888	450036	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	1000	5	0.000630552	450036	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	1000	6	0.000636317	450036	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	1000	0	0.001192698	483467	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	1000	1	0.001174277	483467	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	1000	2	0.001174255	483467	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	1000	3	0.001175739	483467	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	1000	4	0.001188983	483467	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	1000	5	0.001179459	483467	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	1000	6	0.001179270	483467	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	1000	0	0.001192761	483315	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	1000	1	0.001185430	483315	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	1000	2	0.001175368	483315	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	1000	3	0.001180959	483315	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	1000	4	0.001178677	483315	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	1000	5	0.001169733	483315	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	1000	6	0.001184156	483315	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	1000	0	0.000844052	437502	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	1000	1	0.000767571	437502	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	1000	2	0.000791663	437502	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	1000	3	0.000767299	437502	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	1000	4	0.000768479	437502	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	1000	5	0.000760129	437502	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	1000	6	0.000769224	437502	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	1000	0	0.056129960	936325	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	1000	1	0.040624224	936325	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	1000	2	0.040464850	936325	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	1000	3	0.047465628	936325	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	1000	4	0.051197314	936325	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	1000	5	0.040723438	936325	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	1000	6	0.042121307	936325	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	1000	0	0.002063558	541973	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	1000	1	0.001980965	541973	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	1000	2	0.001946958	541973	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	1000	3	0.002198901	541973	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	1000	4	0.001952922	541973	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	1000	5	0.001935638	541973	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	1000	6	0.001917729	541973	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	1000	0	0.002053149	541613	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	1000	1	0.002102695	541613	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	1000	2	0.001954170	541613	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	1000	3	0.001971924	541613	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	1000	4	0.001952334	541613	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	1000	5	0.001946224	541613	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	1000	6	0.001969983	541613	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	1000	0	0.002048050	541333	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	1000	1	0.001924282	541333	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	1000	2	0.001918526	541333	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	1000	3	0.001953484	541333	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	1000	4	0.001945281	541333	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	1000	5	0.001935091	541333	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	1000	6	0.001947955	541333	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	1000	0	0.002240263	541214	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	1000	1	0.002119888	541214	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	1000	2	0.002114773	541214	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	1000	3	0.002118444	541214	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	1000	4	0.002129404	541214	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	1000	5	0.002130707	541214	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	1000	6	0.002120164	541214	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	1000	0	0.066790946	1866177	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	1000	1	0.056435761	1866177	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	1000	2	0.056307730	1866177	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	1000	3	0.056369746	1866177	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	1000	4	0.056283221	1866177	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	1000	5	0.056313478	1866177	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	1000	6	0.056483760	1866177	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	3000	0	0.001242377	526319	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	3000	1	0.001080966	526319	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	3000	2	0.001039809	526319	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	3000	3	0.001125687	526319	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	3000	4	0.001090979	526319	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	3000	5	0.001071436	526319	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	3000	6	0.001053983	526319	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	3000	0	0.003554346	1155490	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	3000	1	0.003550186	1155490	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	3000	2	0.003516273	1155490	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	3000	3	0.003529654	1155490	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	3000	4	0.003511731	1155490	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	3000	5	0.003517446	1155490	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	3000	6	0.003501700	1155490	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	3000	0	0.003512773	1155490	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	3000	1	0.003487608	1155490	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	3000	2	0.003484236	1155490	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	3000	3	0.003495027	1155490	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	3000	4	0.003508688	1155490	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	3000	5	0.003520418	1155490	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	3000	6	0.003493875	1155490	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	3000	0	0.001381345	492533	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	3000	1	0.001303000	492533	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	3000	2	0.001302189	492533	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	3000	3	0.001308142	492533	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	3000	4	0.001389440	492533	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	3000	5	0.001304143	492533	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	3000	6	0.001307401	492533	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	3000	0	0.121560639	1319687	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	3000	1	0.130801538	1319687	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	3000	2	0.132832885	1319687	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	3000	3	0.133885165	1319687	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	3000	4	0.133844572	1319687	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	3000	5	0.135682701	1319687	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	3000	6	0.134656102	1319687	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	3000	0	0.005123711	1107846	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	3000	1	0.005083537	1107846	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	3000	2	0.005087378	1107846	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	3000	3	0.005088365	1107846	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	3000	4	0.005086373	1107846	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	3000	5	0.005085573	1107846	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	3000	6	0.005093481	1107846	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	3000	0	0.005145933	1107846	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	3000	1	0.005109474	1107846	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	3000	2	0.005096687	1107846	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	3000	3	0.005121717	1107846	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	3000	4	0.005123335	1107846	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	3000	5	0.005117094	1107846	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	3000	6	0.005112160	1107846	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	3000	0	0.005121794	1107846	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	3000	1	0.005124879	1107846	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	3000	2	0.005105102	1107846	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	3000	3	0.005077686	1107846	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	3000	4	0.005080630	1107846	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	3000	5	0.005119059	1107846	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	3000	6	0.005130702	1107846	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	3000	0	0.005659983	1107847	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	3000	1	0.005641006	1107847	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	3000	2	0.005620629	1107847	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	3000	3	0.005662809	1107847	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	3000	4	0.005622562	1107847	3.14.2
