figure	function	call	n	run	seconds	bytes	version
io	write_table (csv, aoa)	df.to_csv(f, index=False)	300000	3	0.497978484	5968655	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	300000	4	0.492655209	5968655	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	300000	5	0.497939836	5968655	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	300000	6	0.499010737	5968655	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	300000	0	0.561491852	5966019	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	300000	1	0.563701416	5966019	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	300000	2	0.559223847	5966019	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	300000	3	0.552737789	5966019	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	300000	4	0.559947089	5966019	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	300000	5	0.558157499	5966019	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	300000	6	0.555665779	5966019	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	300000	0	17.462783849	562360577	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	300000	1	16.801772140	562360577	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	300000	2	17.369739246	562360577	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	300000	3	17.241222793	562360577	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	300000	4	18.135899622	562360577	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	300000	5	17.641114244	562360577	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	300000	6	16.946702384	562360577	3.14.2
frame	filter	df[df.x > 0]	1000	0	0.000300178	26569	3.14.2
frame	filter	df[df.x > 0]	1000	1	0.000267686	26569	3.14.2
frame	filter	df[df.x > 0]	1000	2	0.000261006	26569	3.14.2
frame	filter	df[df.x > 0]	1000	3	0.000262547	26569	3.14.2
frame	filter	df[df.x > 0]	1000	4	0.000268487	26569	3.14.2
frame	filter	df[df.x > 0]	1000	5	0.000268277	26569	3.14.2
frame	filter	df[df.x > 0]	1000	6	0.000262371	26569	3.14.2
frame	select_cols	df[['x','cat1']]	1000	0	0.000329192	5500	3.14.2
frame	select_cols	df[['x','cat1']]	1000	1	0.000308146	5500	3.14.2
frame	select_cols	df[['x','cat1']]	1000	2	0.000317704	5500	3.14.2
frame	select_cols	df[['x','cat1']]	1000	3	0.000288880	5500	3.14.2
frame	select_cols	df[['x','cat1']]	1000	4	0.000294222	5500	3.14.2
frame	select_cols	df[['x','cat1']]	1000	5	0.000294606	5500	3.14.2
frame	select_cols	df[['x','cat1']]	1000	6	0.000314175	5500	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	1000	0	0.000353251	22429	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	1000	1	0.000293730	22429	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	1000	2	0.000288522	22429	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	1000	3	0.000277465	22429	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	1000	4	0.000284511	22429	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	1000	5	0.000286113	22429	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	1000	6	0.000282280	22429	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	1000	0	0.001997932	21454	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	1000	1	0.001713858	21454	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	1000	2	0.001653835	21454	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	1000	3	0.001641447	21454	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	1000	4	0.001653146	21454	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	1000	5	0.001636078	21454	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	1000	6	0.001633370	21454	3.14.2
frame	value_counts	df['cat1'].value_counts()	1000	0	0.000238228	10049	3.14.2
frame	value_counts	df['cat1'].value_counts()	1000	1	0.000213504	10049	3.14.2
frame	value_counts	df['cat1'].value_counts()	1000	2	0.000240794	10049	3.14.2
frame	value_counts	df['cat1'].value_counts()	1000	3	0.000216960	10049	3.14.2
frame	value_counts	df['cat1'].value_counts()	1000	4	0.000229220	10049	3.14.2
frame	value_counts	df['cat1'].value_counts()	1000	5	0.000214139	10049	3.14.2
frame	value_counts	df['cat1'].value_counts()	1000	6	0.000209035	10049	3.14.2
frame	drop_duplicates	df.drop_duplicates()	1000	0	0.000781891	84871	3.14.2
frame	drop_duplicates	df.drop_duplicates()	1000	1	0.000717724	84871	3.14.2
frame	drop_duplicates	df.drop_duplicates()	1000	2	0.000718586	84871	3.14.2
frame	drop_duplicates	df.drop_duplicates()	1000	3	0.000698219	84871	3.14.2
frame	drop_duplicates	df.drop_duplicates()	1000	4	0.000732319	84871	3.14.2
frame	drop_duplicates	df.drop_duplicates()	1000	5	0.000760437	84871	3.14.2
frame	drop_duplicates	df.drop_duplicates()	1000	6	0.000696532	84871	3.14.2
frame	transpose	arr.T.copy()	1000	0	0.000001257	24192	3.14.2
frame	transpose	arr.T.copy()	1000	1	0.000001204	24192	3.14.2
frame	transpose	arr.T.copy()	1000	2	0.000000906	24192	3.14.2
frame	transpose	arr.T.copy()	1000	3	0.000000923	24192	3.14.2
frame	transpose	arr.T.copy()	1000	4	0.000000897	24192	3.14.2
frame	transpose	arr.T.copy()	1000	5	0.000000917	24192	3.14.2
frame	transpose	arr.T.copy()	1000	6	0.000000898	24192	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	1000	0	0.000824225	104856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	1000	1	0.000842394	104856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	1000	2	0.000839432	104856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	1000	3	0.000775816	104856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	1000	4	0.000802475	104856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	1000	5	0.000788390	104856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	1000	6	0.000792553	104856	3.14.2
frame	filter	df[df.x > 0]	3000	0	0.000327974	68757	3.14.2
frame	filter	df[df.x > 0]	3000	1	0.000293856	68757	3.14.2
frame	filter	df[df.x > 0]	3000	2	0.000291068	68757	3.14.2
frame	filter	df[df.x > 0]	3000	3	0.000287452	68757	3.14.2
frame	filter	df[df.x > 0]	3000	4	0.000306442	68757	3.14.2
frame	filter	df[df.x > 0]	3000	5	0.000304200	68757	3.14.2
frame	filter	df[df.x > 0]	3000	6	0.000281677	68757	3.14.2
frame	select_cols	df[['x','cat1']]	3000	0	0.000340955	5500	3.14.2
frame	select_cols	df[['x','cat1']]	3000	1	0.000287525	5500	3.14.2
frame	select_cols	df[['x','cat1']]	3000	2	0.000297025	5500	3.14.2
frame	select_cols	df[['x','cat1']]	3000	3	0.000291691	5500	3.14.2
frame	select_cols	df[['x','cat1']]	3000	4	0.000286933	5500	3.14.2
frame	select_cols	df[['x','cat1']]	3000	5	0.000293841	5500	3.14.2
frame	select_cols	df[['x','cat1']]	3000	6	0.000290672	5500	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	3000	0	0.000394777	53445	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	3000	1	0.000350667	53445	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	3000	2	0.000328913	53445	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	3000	3	0.000325373	53445	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	3000	4	0.000326226	53445	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	3000	5	0.000329433	53445	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	3000	6	0.000328365	53445	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	3000	0	0.001770665	21314	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	3000	1	0.001752318	21314	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	3000	2	0.001686608	21314	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	3000	3	0.001630514	21314	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	3000	4	0.001613334	21314	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	3000	5	0.001649831	21314	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	3000	6	0.001691810	21314	3.14.2
frame	value_counts	df['cat1'].value_counts()	3000	0	0.000279298	10049	3.14.2
frame	value_counts	df['cat1'].value_counts()	3000	1	0.000250906	10049	3.14.2
frame	value_counts	df['cat1'].value_counts()	3000	2	0.000237398	10049	3.14.2
frame	value_counts	df['cat1'].value_counts()	3000	3	0.000237202	10049	3.14.2
frame	value_counts	df['cat1'].value_counts()	3000	4	0.000239063	10049	3.14.2
frame	value_counts	df['cat1'].value_counts()	3000	5	0.000230051	10049	3.14.2
frame	value_counts	df['cat1'].value_counts()	3000	6	0.000243201	10049	3.14.2
frame	drop_duplicates	df.drop_duplicates()	3000	0	0.000775352	215895	3.14.2
frame	drop_duplicates	df.drop_duplicates()	3000	1	0.000727009	215895	3.14.2
frame	drop_duplicates	df.drop_duplicates()	3000	2	0.000768750	215895	3.14.2
frame	drop_duplicates	df.drop_duplicates()	3000	3	0.000760211	215895	3.14.2
frame	drop_duplicates	df.drop_duplicates()	3000	4	0.000718664	215895	3.14.2
frame	drop_duplicates	df.drop_duplicates()	3000	5	0.000782648	215895	3.14.2
frame	drop_duplicates	df.drop_duplicates()	3000	6	0.000757289	215895	3.14.2
frame	transpose	arr.T.copy()	3000	0	0.000001872	72192	3.14.2
frame	transpose	arr.T.copy()	3000	1	0.000001918	72192	3.14.2
frame	transpose	arr.T.copy()	3000	2	0.000001904	72192	3.14.2
frame	transpose	arr.T.copy()	3000	3	0.000001914	72192	3.14.2
frame	transpose	arr.T.copy()	3000	4	0.000001903	72192	3.14.2
frame	transpose	arr.T.copy()	3000	5	0.000001909	72192	3.14.2
frame	transpose	arr.T.copy()	3000	6	0.000001908	72192	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	3000	0	0.002087835	300856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	3000	1	0.002001778	300856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	3000	2	0.001980858	300856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	3000	3	0.001974926	300856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	3000	4	0.002000682	300856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	3000	5	0.002000890	300856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	3000	6	0.001988674	300856	3.14.2
frame	filter	df[df.x > 0]	10000	0	0.000290387	217002	3.14.2
frame	filter	df[df.x > 0]	10000	1	0.000268753	217002	3.14.2
frame	filter	df[df.x > 0]	10000	2	0.000275101	217002	3.14.2
frame	filter	df[df.x > 0]	10000	3	0.000262162	217002	3.14.2
frame	filter	df[df.x > 0]	10000	4	0.000262569	217002	3.14.2
frame	filter	df[df.x > 0]	10000	5	0.000271668	217002	3.14.2
frame	filter	df[df.x > 0]	10000	6	0.000271729	217002	3.14.2
frame	select_cols	df[['x','cat1']]	10000	0	0.000368128	5500	3.14.2
frame	select_cols	df[['x','cat1']]	10000	1	0.000315133	5500	3.14.2
frame	select_cols	df[['x','cat1']]	10000	2	0.000298378	5500	3.14.2
frame	select_cols	df[['x','cat1']]	10000	3	0.000290131	5500	3.14.2
frame	select_cols	df[['x','cat1']]	10000	4	0.000326158	5500	3.14.2
frame	select_cols	df[['x','cat1']]	10000	5	0.000303282	5500	3.14.2
frame	select_cols	df[['x','cat1']]	10000	6	0.000287175	5500	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	10000	0	0.000505356	165957	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	10000	1	0.000484873	165957	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	10000	2	0.000549675	165957	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	10000	3	0.000474185	165957	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	10000	4	0.000472870	165957	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	10000	5	0.000471320	165957	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	10000	6	0.000467570	165957	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	10000	0	0.001721663	21314	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	10000	1	0.001721815	21314	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	10000	2	0.001644823	21314	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	10000	3	0.001659843	21314	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	10000	4	0.001682675	21314	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	10000	5	0.001777972	21314	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	10000	6	0.001692368	21314	3.14.2
frame	value_counts	df['cat1'].value_counts()	10000	0	0.000371420	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	10000	1	0.000351600	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	10000	2	0.000350958	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	10000	3	0.000393296	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	10000	4	0.000373005	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	10000	5	0.000348000	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	10000	6	0.000337792	8865	3.14.2
frame	drop_duplicates	df.drop_duplicates()	10000	0	0.001384438	771598	3.14.2
frame	drop_duplicates	df.drop_duplicates()	10000	1	0.001353578	771598	3.14.2
frame	drop_duplicates	df.drop_duplicates()	10000	2	0.001490621	771598	3.14.2
frame	drop_duplicates	df.drop_duplicates()	10000	3	0.001364646	771598	3.14.2
frame	drop_duplicates	df.drop_duplicates()	10000	4	0.001373847	771598	3.14.2
frame	drop_duplicates	df.drop_duplicates()	10000	5	0.001339496	771598	3.14.2
frame	drop_duplicates	df.drop_duplicates()	10000	6	0.001330290	771598	3.14.2
frame	transpose	arr.T.copy()	10000	0	0.000005110	240192	3.14.2
frame	transpose	arr.T.copy()	10000	1	0.000005236	240192	3.14.2
frame	transpose	arr.T.copy()	10000	2	0.000005450	240192	3.14.2
frame	transpose	arr.T.copy()	10000	3	0.000005287	240192	3.14.2
frame	transpose	arr.T.copy()	10000	4	0.000005178	240192	3.14.2
frame	transpose	arr.T.copy()	10000	5	0.000005240	240192	3.14.2
frame	transpose	arr.T.copy()	10000	6	0.000005195	240192	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	10000	0	0.006625209	986856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	10000	1	0.006154105	986856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	10000	2	0.006036974	986856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	10000	3	0.006191789	986856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	10000	4	0.006105465	986856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	10000	5	0.006203617	986856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	10000	6	0.006157136	986856	3.14.2
frame	filter	df[df.x > 0]	30000	0	0.000473352	651430	3.14.2
frame	filter	df[df.x > 0]	30000	1	0.000407028	651430	3.14.2
frame	filter	df[df.x > 0]	30000	2	0.000414217	651430	3.14.2
frame	filter	df[df.x > 0]	30000	3	0.000405486	651430	3.14.2
frame	filter	df[df.x > 0]	30000	4	0.000398354	651430	3.14.2
frame	filter	df[df.x > 0]	30000	5	0.000392901	651430	3.14.2
frame	filter	df[df.x > 0]	30000	6	0.000391533	651430	3.14.2
frame	select_cols	df[['x','cat1']]	30000	0	0.000312902	5500	3.14.2
frame	select_cols	df[['x','cat1']]	30000	1	0.000307502	5500	3.14.2
frame	select_cols	df[['x','cat1']]	30000	2	0.000305960	5500	3.14.2
frame	select_cols	df[['x','cat1']]	30000	3	0.000286452	5500	3.14.2
frame	select_cols	df[['x','cat1']]	30000	4	0.000283546	5500	3.14.2
frame	select_cols	df[['x','cat1']]	30000	5	0.000286534	5500	3.14.2
frame	select_cols	df[['x','cat1']]	30000	6	0.000307862	5500	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	30000	0	0.000903152	485957	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	30000	1	0.000979283	485957	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	30000	2	0.000895294	485957	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	30000	3	0.000893146	485957	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	30000	4	0.000860258	485957	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	30000	5	0.000858193	485957	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	30000	6	0.000924225	485957	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	30000	0	0.001682058	36137	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	30000	1	0.001658633	36137	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	30000	2	0.001748658	36137	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	30000	3	0.002127420	36137	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	30000	4	0.001770903	36137	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	30000	5	0.001657590	36137	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	30000	6	0.001650788	36137	3.14.2
frame	value_counts	df['cat1'].value_counts()	30000	0	0.000691147	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	30000	1	0.000666117	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	30000	2	0.000661019	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	30000	3	0.000642387	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	30000	4	0.000636735	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	30000	5	0.000627219	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	30000	6	0.000627638	8865	3.14.2
frame	drop_duplicates	df.drop_duplicates()	30000	0	0.002909920	2529665	3.14.2
frame	drop_duplicates	df.drop_duplicates()	30000	1	0.002906306	2529665	3.14.2
frame	drop_duplicates	df.drop_duplicates()	30000	2	0.002975436	2529665	3.14.2
frame	drop_duplicates	df.drop_duplicates()	30000	3	0.002952832	2529665	3.14.2
frame	drop_duplicates	df.drop_duplicates()	30000	4	0.002818808	2529665	3.14.2
frame	drop_duplicates	df.drop_duplicates()	30000	5	0.002838778	2529665	3.14.2
frame	drop_duplicates	df.drop_duplicates()	30000	6	0.002872511	2529665	3.14.2
frame	transpose	arr.T.copy()	30000	0	0.000020881	720192	3.14.2
frame	transpose	arr.T.copy()	30000	1	0.000021259	720192	3.14.2
frame	transpose	arr.T.copy()	30000	2	0.000023054	720192	3.14.2
frame	transpose	arr.T.copy()	30000	3	0.000023001	720192	3.14.2
frame	transpose	arr.T.copy()	30000	4	0.000025552	720192	3.14.2
frame	transpose	arr.T.copy()	30000	5	0.000022554	720192	3.14.2
frame	transpose	arr.T.copy()	30000	6	0.000022395	720192	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	30000	0	0.017637123	2946856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	30000	1	0.017403735	2946856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	30000	2	0.017367411	2946856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	30000	3	0.018090796	2946856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	30000	4	0.017443533	2946856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	30000	5	0.017429976	2946856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	30000	6	0.017532535	2946856	3.14.2
frame	filter	df[df.x > 0]	100000	0	0.000922691	2138841	3.14.2
frame	filter	df[df.x > 0]	100000	1	0.000854545	2138841	3.14.2
frame	filter	df[df.x > 0]	100000	2	0.000883472	2138841	3.14.2
frame	filter	df[df.x > 0]	100000	3	0.000837941	2138841	3.14.2
frame	filter	df[df.x > 0]	100000	4	0.000843048	2138841	3.14.2
frame	filter	df[df.x > 0]	100000	5	0.000846084	2138841	3.14.2
frame	filter	df[df.x > 0]	100000	6	0.000891202	2138841	3.14.2
frame	select_cols	df[['x','cat1']]	100000	0	0.000328560	5500	3.14.2
frame	select_cols	df[['x','cat1']]	100000	1	0.000308385	5500	3.14.2
frame	select_cols	df[['x','cat1']]	100000	2	0.000293324	5500	3.14.2
frame	select_cols	df[['x','cat1']]	100000	3	0.000283426	5500	3.14.2
frame	select_cols	df[['x','cat1']]	100000	4	0.000282720	5500	3.14.2
frame	select_cols	df[['x','cat1']]	100000	5	0.000293078	5500	3.14.2
frame	select_cols	df[['x','cat1']]	100000	6	0.000313987	5500	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	100000	0	0.002323878	1605957	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	100000	1	0.002271065	1605957	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	100000	2	0.002267727	1605957	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	100000	3	0.002349592	1605957	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	100000	4	0.002429345	1605957	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	100000	5	0.002346104	1605957	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	100000	6	0.002250526	1605957	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	100000	0	0.002237301	106257	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	100000	1	0.001948846	106257	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	100000	2	0.001748710	106257	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	100000	3	0.001709196	106257	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	100000	4	0.001731047	106257	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	100000	5	0.001828270	106257	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	100000	6	0.001693589	106257	3.14.2
frame	value_counts	df['cat1'].value_counts()	100000	0	0.001598733	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	100000	1	0.001698201	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	100000	2	0.001690463	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	100000	3	0.001601105	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	100000	4	0.001604302	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	100000	5	0.001597810	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	100000	6	0.001606048	8865	3.14.2
frame	drop_duplicates	df.drop_duplicates()	100000	0	0.010647877	7016333	3.14.2
frame	drop_duplicates	df.drop_duplicates()	100000	1	0.011382526	7016333	3.14.2
frame	drop_duplicates	df.drop_duplicates()	100000	2	0.010832394	7016333	3.14.2
frame	drop_duplicates	df.drop_duplicates()	100000	3	0.010703878	7016333	3.14.2
frame	drop_duplicates	df.drop_duplicates()	100000	4	0.010552749	7016333	3.14.2
frame	drop_duplicates	df.drop_duplicates()	100000	5	0.010579128	7016333	3.14.2
frame	drop_duplicates	df.drop_duplicates()	100000	6	0.010554027	7016333	3.14.2
frame	transpose	arr.T.copy()	100000	0	0.000101049	2400192	3.14.2
frame	transpose	arr.T.copy()	100000	1	0.000100869	2400192	3.14.2
frame	transpose	arr.T.copy()	100000	2	0.000124220	2400192	3.14.2
frame	transpose	arr.T.copy()	100000	3	0.000135083	2400192	3.14.2
frame	transpose	arr.T.copy()	100000	4	0.000112061	2400192	3.14.2
frame	transpose	arr.T.copy()	100000	5	0.000100832	2400192	3.14.2
frame	transpose	arr.T.copy()	100000	6	0.000108445	2400192	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	100000	0	0.058799881	9806856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	100000	1	0.058480111	9806856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	100000	2	0.058045432	9806856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	100000	3	0.058048835	9806856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	100000	4	0.057645730	9806856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	100000	5	0.057799523	9806856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	100000	6	0.057877725	9806856	3.14.2
frame	filter	df[df.x > 0]	300000	0	0.002453522	6445606	3.14.2
frame	filter	df[df.x > 0]	300000	1	0.002399456	6445606	3.14.2
frame	filter	df[df.x > 0]	300000	2	0.002456177	6445606	3.14.2
frame	filter	df[df.x > 0]	300000	3	0.002607343	6445606	3.14.2
frame	filter	df[df.x > 0]	300000	4	0.002453245	6445606	3.14.2
frame	filter	df[df.x > 0]	300000	5	0.002442879	6445606	3.14.2
frame	filter	df[df.x > 0]	300000	6	0.002739219	6445606	3.14.2
frame	select_cols	df[['x','cat1']]	300000	0	0.000312894	5500	3.14.2
frame	select_cols	df[['x','cat1']]	300000	1	0.000296964	5500	3.14.2
frame	select_cols	df[['x','cat1']]	300000	2	0.000330212	5500	3.14.2
frame	select_cols	df[['x','cat1']]	300000	3	0.000296005	5500	3.14.2
frame	select_cols	df[['x','cat1']]	300000	4	0.000293401	5500	3.14.2
frame	select_cols	df[['x','cat1']]	300000	5	0.000297809	5500	3.14.2
frame	select_cols	df[['x','cat1']]	300000	6	0.000321682	5500	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	300000	0	0.006344216	4806565	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	300000	1	0.006262457	4806565	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	300000	2	0.006461633	4806565	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	300000	3	0.006245777	4806565	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	300000	4	0.006517615	4806565	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	300000	5	0.006246726	4806565	3.14.2
frame	group_by + mean	df.groupby('cat1')['x'].mean()	300000	6	0.006174265	4806565	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	300000	0	0.002025911	306257	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	300000	1	0.001921494	306257	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	300000	2	0.001937331	306257	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	300000	3	0.001951794	306257	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	300000	4	0.002018853	306257	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	300000	5	0.001979053	306257	3.14.2
frame	merge	df_id.merge(df_id, on='id', how='inner')	300000	6	0.002012593	306257	3.14.2
frame	value_counts	df['cat1'].value_counts()	300000	0	0.004555107	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	300000	1	0.004524573	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	300000	2	0.004493833	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	300000	3	0.004517650	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	300000	4	0.004496576	8865	3.14.2
