figure	function	call	n	run	seconds	bytes	language	version
transform	seq	seq(1, n)	100000	1	0.000967979431152344	5406720	Stats::LikeR	0.321
transform	seq	seq(1, n)	100000	2	0.000978708267211914	5406720	Stats::LikeR	0.321
transform	seq	seq(1, n)	100000	3	0.000965992609659831	5406720	Stats::LikeR	0.321
transform	seq	seq(1, n)	100000	4	0.000969330469767253	5406720	Stats::LikeR	0.321
transform	seq	seq(1, n)	100000	5	0.000964641571044922	5406720	Stats::LikeR	0.321
transform	seq	seq(1, n)	100000	6	0.000966310501098633	5406720	Stats::LikeR	0.321
transform	auc	auc($y, $label)	100000	0	0.0135219097137451	10960896	Stats::LikeR	0.321
transform	auc	auc($y, $label)	100000	1	0.0135550498962402	10960896	Stats::LikeR	0.321
transform	auc	auc($y, $label)	100000	2	0.0135560035705566	10960896	Stats::LikeR	0.321
transform	auc	auc($y, $label)	100000	3	0.013451099395752	10960896	Stats::LikeR	0.321
transform	auc	auc($y, $label)	100000	4	0.0135431289672852	10960896	Stats::LikeR	0.321
transform	auc	auc($y, $label)	100000	5	0.0135130882263184	10960896	Stats::LikeR	0.321
transform	auc	auc($y, $label)	100000	6	0.0134789943695068	10960896	Stats::LikeR	0.321
transform	rank	rank($x)	300000	0	0.0256400108337402	18161664	Stats::LikeR	0.321
transform	rank	rank($x)	300000	1	0.0256729125976562	18161664	Stats::LikeR	0.321
transform	rank	rank($x)	300000	2	0.02571702003479	18161664	Stats::LikeR	0.321
transform	rank	rank($x)	300000	3	0.0256900787353516	18161664	Stats::LikeR	0.321
transform	rank	rank($x)	300000	4	0.0256149768829346	18161664	Stats::LikeR	0.321
transform	rank	rank($x)	300000	5	0.0255248546600342	18161664	Stats::LikeR	0.321
transform	rank	rank($x)	300000	6	0.0257189273834229	18161664	Stats::LikeR	0.321
transform	uniq	uniq($x)	300000	0	0.0401120185852051	30887936	Stats::LikeR	0.321
transform	uniq	uniq($x)	300000	1	0.0384349822998047	30887936	Stats::LikeR	0.321
transform	uniq	uniq($x)	300000	2	0.0394470691680908	30887936	Stats::LikeR	0.321
transform	uniq	uniq($x)	300000	3	0.0402159690856934	30887936	Stats::LikeR	0.321
transform	uniq	uniq($x)	300000	4	0.0386841297149658	30887936	Stats::LikeR	0.321
transform	uniq	uniq($x)	300000	5	0.0403618812561035	30887936	Stats::LikeR	0.321
transform	uniq	uniq($x)	300000	6	0.0388028621673584	30887936	Stats::LikeR	0.321
transform	scale	scale($x)	300000	0	0.00486516952514648	16887808	Stats::LikeR	0.321
transform	scale	scale($x)	300000	1	0.00483894348144531	16887808	Stats::LikeR	0.321
transform	scale	scale($x)	300000	2	0.00480914115905762	16887808	Stats::LikeR	0.321
transform	scale	scale($x)	300000	3	0.00478100776672363	16887808	Stats::LikeR	0.321
transform	scale	scale($x)	300000	4	0.00478506088256836	16887808	Stats::LikeR	0.321
transform	scale	scale($x)	300000	5	0.00475287437438965	16887808	Stats::LikeR	0.321
transform	scale	scale($x)	300000	6	0.00485086441040039	16887808	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	300000	0	0.000852465629577637	2404352	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	300000	1	0.000624974568684896	2404352	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	300000	2	0.000645637512207031	2404352	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	300000	3	0.000586211681365967	2404352	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	300000	4	0.000559508800506592	2404352	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	300000	5	0.000564515590667725	2404352	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	300000	6	0.000593781471252441	2404352	Stats::LikeR	0.321
transform	seq	seq(1, n)	300000	0	0.00297999382019043	16781312	Stats::LikeR	0.321
transform	seq	seq(1, n)	300000	1	0.00299692153930664	16781312	Stats::LikeR	0.321
transform	seq	seq(1, n)	300000	2	0.00317502021789551	16781312	Stats::LikeR	0.321
transform	seq	seq(1, n)	300000	3	0.00305509567260742	16781312	Stats::LikeR	0.321
transform	seq	seq(1, n)	300000	4	0.00298905372619629	16781312	Stats::LikeR	0.321
transform	seq	seq(1, n)	300000	5	0.00312089920043945	16781312	Stats::LikeR	0.321
transform	seq	seq(1, n)	300000	6	0.00298500061035156	16781312	Stats::LikeR	0.321
transform	auc	auc($y, $label)	300000	0	0.0433149337768555	31117312	Stats::LikeR	0.321
transform	auc	auc($y, $label)	300000	1	0.0433180332183838	31117312	Stats::LikeR	0.321
transform	auc	auc($y, $label)	300000	2	0.0434529781341553	31117312	Stats::LikeR	0.321
transform	auc	auc($y, $label)	300000	3	0.0433650016784668	31117312	Stats::LikeR	0.321
transform	auc	auc($y, $label)	300000	4	0.0431790351867676	31117312	Stats::LikeR	0.321
transform	auc	auc($y, $label)	300000	5	0.0433599948883057	31117312	Stats::LikeR	0.321
transform	auc	auc($y, $label)	300000	6	0.0433349609375	31117312	Stats::LikeR	0.321
transform	rank	rank($x)	1000000	0	0.0955641269683838	61399040	Stats::LikeR	0.321
transform	rank	rank($x)	1000000	1	0.0958740711212158	61399040	Stats::LikeR	0.321
transform	rank	rank($x)	1000000	2	0.0958559513092041	61399040	Stats::LikeR	0.321
transform	rank	rank($x)	1000000	3	0.0959720611572266	61399040	Stats::LikeR	0.321
transform	rank	rank($x)	1000000	4	0.0959670543670654	61399040	Stats::LikeR	0.321
transform	rank	rank($x)	1000000	5	0.0956130027770996	61399040	Stats::LikeR	0.321
transform	rank	rank($x)	1000000	6	0.095332145690918	61399040	Stats::LikeR	0.321
transform	uniq	uniq($x)	1000000	0	0.155786037445068	92569600	Stats::LikeR	0.321
transform	uniq	uniq($x)	1000000	1	0.191272974014282	92569600	Stats::LikeR	0.321
transform	uniq	uniq($x)	1000000	2	0.165909051895142	92569600	Stats::LikeR	0.321
transform	uniq	uniq($x)	1000000	3	0.157939910888672	92569600	Stats::LikeR	0.321
transform	uniq	uniq($x)	1000000	4	0.165219068527222	92569600	Stats::LikeR	0.321
transform	uniq	uniq($x)	1000000	5	0.162111043930054	92569600	Stats::LikeR	0.321
transform	uniq	uniq($x)	1000000	6	0.162591934204102	92569600	Stats::LikeR	0.321
transform	scale	scale($x)	1000000	0	0.0187699794769287	56262656	Stats::LikeR	0.321
transform	scale	scale($x)	1000000	1	0.0192191600799561	56262656	Stats::LikeR	0.321
transform	scale	scale($x)	1000000	2	0.0190069675445557	56262656	Stats::LikeR	0.321
transform	scale	scale($x)	1000000	3	0.0189900398254395	56262656	Stats::LikeR	0.321
transform	scale	scale($x)	1000000	4	0.0189838409423828	56262656	Stats::LikeR	0.321
transform	scale	scale($x)	1000000	5	0.0188121795654297	56262656	Stats::LikeR	0.321
transform	scale	scale($x)	1000000	6	0.018916130065918	56262656	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	1000000	0	0.0056760311126709	8675328	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	1000000	1	0.00533199310302734	8675328	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	1000000	2	0.00495505332946777	8675328	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	1000000	3	0.00452303886413574	8675328	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	1000000	4	0.00490403175354004	8675328	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	1000000	5	0.00484919548034668	8675328	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	1000000	6	0.00595188140869141	8675328	Stats::LikeR	0.321
transform	seq	seq(1, n)	1000000	0	0.0129971504211426	56238080	Stats::LikeR	0.321
transform	seq	seq(1, n)	1000000	1	0.012969970703125	56238080	Stats::LikeR	0.321
transform	seq	seq(1, n)	1000000	2	0.0129430294036865	56238080	Stats::LikeR	0.321
transform	seq	seq(1, n)	1000000	3	0.0129790306091309	56238080	Stats::LikeR	0.321
transform	seq	seq(1, n)	1000000	4	0.0129570960998535	56238080	Stats::LikeR	0.321
transform	seq	seq(1, n)	1000000	5	0.0135941505432129	56238080	Stats::LikeR	0.321
transform	seq	seq(1, n)	1000000	6	0.0131940841674805	56238080	Stats::LikeR	0.321
transform	auc	auc($y, $label)	1000000	0	0.171487808227539	112259072	Stats::LikeR	0.321
transform	auc	auc($y, $label)	1000000	1	0.171085119247437	112259072	Stats::LikeR	0.321
transform	auc	auc($y, $label)	1000000	2	0.171338081359863	112259072	Stats::LikeR	0.321
transform	auc	auc($y, $label)	1000000	3	0.171190023422241	112259072	Stats::LikeR	0.321
transform	auc	auc($y, $label)	1000000	4	0.171295881271362	112259072	Stats::LikeR	0.321
transform	auc	auc($y, $label)	1000000	5	0.171637058258057	112259072	Stats::LikeR	0.321
transform	auc	auc($y, $label)	1000000	6	0.172700881958008	112259072	Stats::LikeR	0.321
io	read_table (csv, numeric)	read_table('num.csv')	1000	0	0.000423812866210937	479232	Stats::LikeR	0.321
io	read_table (csv, numeric)	read_table('num.csv')	1000	1	0.00042262077331543	479232	Stats::LikeR	0.321
io	read_table (csv, numeric)	read_table('num.csv')	1000	2	0.000419425964355469	479232	Stats::LikeR	0.321
io	read_table (csv, numeric)	read_table('num.csv')	1000	3	0.000418615341186523	479232	Stats::LikeR	0.321
io	read_table (csv, numeric)	read_table('num.csv')	1000	4	0.000419425964355469	479232	Stats::LikeR	0.321
io	read_table (csv, numeric)	read_table('num.csv')	1000	5	0.000422191619873047	479232	Stats::LikeR	0.321
io	read_table (csv, numeric)	read_table('num.csv')	1000	6	0.000415372848510742	479232	Stats::LikeR	0.321
io	read_table (csv, mixed)	read_table('mix.csv')	1000	0	0.00049901008605957	569344	Stats::LikeR	0.321
io	read_table (csv, mixed)	read_table('mix.csv')	1000	1	0.000486016273498535	569344	Stats::LikeR	0.321
io	read_table (csv, mixed)	read_table('mix.csv')	1000	2	0.000481796264648437	569344	Stats::LikeR	0.321
io	read_table (csv, mixed)	read_table('mix.csv')	1000	3	0.000485241413116455	569344	Stats::LikeR	0.321
io	read_table (csv, mixed)	read_table('mix.csv')	1000	4	0.00048673152923584	569344	Stats::LikeR	0.321
io	read_table (csv, mixed)	read_table('mix.csv')	1000	5	0.00048828125	569344	Stats::LikeR	0.321
io	read_table (csv, mixed)	read_table('mix.csv')	1000	6	0.000482034683227539	569344	Stats::LikeR	0.321
io	read_table (tsv, mixed)	read_table('mix.tsv')	1000	0	0.000491797924041748	569344	Stats::LikeR	0.321
io	read_table (tsv, mixed)	read_table('mix.tsv')	1000	1	0.000483179092407227	569344	Stats::LikeR	0.321
io	read_table (tsv, mixed)	read_table('mix.tsv')	1000	2	0.000480985641479492	569344	Stats::LikeR	0.321
io	read_table (tsv, mixed)	read_table('mix.tsv')	1000	3	0.000483274459838867	569344	Stats::LikeR	0.321
io	read_table (tsv, mixed)	read_table('mix.tsv')	1000	4	0.000482177734375	569344	Stats::LikeR	0.321
io	read_table (tsv, mixed)	read_table('mix.tsv')	1000	5	0.000480985641479492	569344	Stats::LikeR	0.321
io	read_table (tsv, mixed)	read_table('mix.tsv')	1000	6	0.000479602813720703	569344	Stats::LikeR	0.321
io	read_table (csv, hoa)	read_table('mix.csv', 'output.type' => 'hoa')	1000	0	0.000390195846557617	344064	Stats::LikeR	0.321
io	read_table (csv, hoa)	read_table('mix.csv', 'output.type' => 'hoa')	1000	1	0.000383424758911133	344064	Stats::LikeR	0.321
io	read_table (csv, hoa)	read_table('mix.csv', 'output.type' => 'hoa')	1000	2	0.000380992889404297	344064	Stats::LikeR	0.321
io	read_table (csv, hoa)	read_table('mix.csv', 'output.type' => 'hoa')	1000	3	0.000374221801757812	344064	Stats::LikeR	0.321
io	read_table (csv, hoa)	read_table('mix.csv', 'output.type' => 'hoa')	1000	4	0.000379419326782227	344064	Stats::LikeR	0.321
io	read_table (csv, hoa)	read_table('mix.csv', 'output.type' => 'hoa')	1000	5	0.000387430191040039	344064	Stats::LikeR	0.321
io	read_table (csv, hoa)	read_table('mix.csv', 'output.type' => 'hoa')	1000	6	0.000379228591918945	344064	Stats::LikeR	0.321
io	read_table (xlsx)	read_table('mix.xlsx')	1000	0	0.0016094446182251	700416	Stats::LikeR	0.321
io	read_table (xlsx)	read_table('mix.xlsx')	1000	1	0.00159704685211182	700416	Stats::LikeR	0.321
io	read_table (xlsx)	read_table('mix.xlsx')	1000	2	0.00158846378326416	700416	Stats::LikeR	0.321
io	read_table (xlsx)	read_table('mix.xlsx')	1000	3	0.00159096717834473	700416	Stats::LikeR	0.321
io	read_table (xlsx)	read_table('mix.xlsx')	1000	4	0.00160551071166992	700416	Stats::LikeR	0.321
io	read_table (xlsx)	read_table('mix.xlsx')	1000	5	0.00159657001495361	700416	Stats::LikeR	0.321
io	read_table (xlsx)	read_table('mix.xlsx')	1000	6	0.00158655643463135	700416	Stats::LikeR	0.321
io	write_table (csv, hoa)	write_table($hoa, file, 'row.names' => 0)	1000	0	0.000804424285888672	0	Stats::LikeR	0.321
io	write_table (csv, hoa)	write_table($hoa, file, 'row.names' => 0)	1000	1	0.000355311802455357	0	Stats::LikeR	0.321
io	write_table (csv, hoa)	write_table($hoa, file, 'row.names' => 0)	1000	2	0.000352025032043457	0	Stats::LikeR	0.321
io	write_table (csv, hoa)	write_table($hoa, file, 'row.names' => 0)	1000	3	0.000369668006896973	0	Stats::LikeR	0.321
io	write_table (csv, hoa)	write_table($hoa, file, 'row.names' => 0)	1000	4	0.000330626964569092	0	Stats::LikeR	0.321
io	write_table (csv, hoa)	write_table($hoa, file, 'row.names' => 0)	1000	5	0.000289848872593471	0	Stats::LikeR	0.321
io	write_table (csv, hoa)	write_table($hoa, file, 'row.names' => 0)	1000	6	0.000280005591256278	0	Stats::LikeR	0.321
io	write_table (tsv, hoa)	"write_table($hoa, file, sep => ""\t"", 'row.names' => 0)"	1000	0	0.000393350919087728	8192	Stats::LikeR	0.321
io	write_table (tsv, hoa)	"write_table($hoa, file, sep => ""\t"", 'row.names' => 0)"	1000	1	0.000370144844055176	8192	Stats::LikeR	0.321
io	write_table (tsv, hoa)	"write_table($hoa, file, sep => ""\t"", 'row.names' => 0)"	1000	2	0.00032198429107666	8192	Stats::LikeR	0.321
io	write_table (tsv, hoa)	"write_table($hoa, file, sep => ""\t"", 'row.names' => 0)"	1000	3	0.000340024630228678	8192	Stats::LikeR	0.321
io	write_table (tsv, hoa)	"write_table($hoa, file, sep => ""\t"", 'row.names' => 0)"	1000	4	0.000277859824044364	8192	Stats::LikeR	0.321
io	write_table (tsv, hoa)	"write_table($hoa, file, sep => ""\t"", 'row.names' => 0)"	1000	5	0.000282117298671177	8192	Stats::LikeR	0.321
io	write_table (tsv, hoa)	"write_table($hoa, file, sep => ""\t"", 'row.names' => 0)"	1000	6	0.000289406095232282	8192	Stats::LikeR	0.321
io	write_table (csv, aoa)	write_table($aoa, file, 'row.names' => 0)	1000	0	0.000218486785888672	0	Stats::LikeR	0.321
io	write_table (csv, aoa)	write_table($aoa, file, 'row.names' => 0)	1000	1	0.000214886665344238	0	Stats::LikeR	0.321
io	write_table (csv, aoa)	write_table($aoa, file, 'row.names' => 0)	1000	2	0.000214099884033203	0	Stats::LikeR	0.321
io	write_table (csv, aoa)	write_table($aoa, file, 'row.names' => 0)	1000	3	0.000210905075073242	0	Stats::LikeR	0.321
io	write_table (csv, aoa)	write_table($aoa, file, 'row.names' => 0)	1000	4	0.000214195251464844	0	Stats::LikeR	0.321
io	write_table (csv, aoa)	write_table($aoa, file, 'row.names' => 0)	1000	5	0.000214314460754395	0	Stats::LikeR	0.321
io	write_table (csv, aoa)	write_table($aoa, file, 'row.names' => 0)	1000	6	0.000215601921081543	0	Stats::LikeR	0.321
io	write_table (csv, row.names)	write_table($hoa, file, 'row.names' => 1)	1000	0	0.000350515047709147	0	Stats::LikeR	0.321
io	write_table (csv, row.names)	write_table($hoa, file, 'row.names' => 1)	1000	1	0.000339508056640625	0	Stats::LikeR	0.321
io	write_table (csv, row.names)	write_table($hoa, file, 'row.names' => 1)	1000	2	0.00034332275390625	0	Stats::LikeR	0.321
io	write_table (csv, row.names)	write_table($hoa, file, 'row.names' => 1)	1000	3	0.000343163808186849	0	Stats::LikeR	0.321
io	write_table (csv, row.names)	write_table($hoa, file, 'row.names' => 1)	1000	4	0.000341653823852539	0	Stats::LikeR	0.321
io	write_table (csv, row.names)	write_table($hoa, file, 'row.names' => 1)	1000	5	0.000342170397440592	0	Stats::LikeR	0.321
io	write_table (csv, row.names)	write_table($hoa, file, 'row.names' => 1)	1000	6	0.000344514846801758	0	Stats::LikeR	0.321
io	write_table (xlsx, hoa)	write_table($hoa, file.xlsx, 'row.names' => 0)	1000	0	0.00165295600891113	774144	Stats::LikeR	0.321
io	write_table (xlsx, hoa)	write_table($hoa, file.xlsx, 'row.names' => 0)	1000	1	0.00156748294830322	774144	Stats::LikeR	0.321
io	write_table (xlsx, hoa)	write_table($hoa, file.xlsx, 'row.names' => 0)	1000	2	0.0016094446182251	774144	Stats::LikeR	0.321
io	write_table (xlsx, hoa)	write_table($hoa, file.xlsx, 'row.names' => 0)	1000	3	0.00156295299530029	774144	Stats::LikeR	0.321
io	write_table (xlsx, hoa)	write_table($hoa, file.xlsx, 'row.names' => 0)	1000	4	0.00159454345703125	774144	Stats::LikeR	0.321
io	write_table (xlsx, hoa)	write_table($hoa, file.xlsx, 'row.names' => 0)	1000	5	0.00157296657562256	774144	Stats::LikeR	0.321
io	write_table (xlsx, hoa)	write_table($hoa, file.xlsx, 'row.names' => 0)	1000	6	0.00159251689910889	774144	Stats::LikeR	0.321
io	read_table (csv, numeric)	read_table('num.csv')	3000	0	0.00119900703430176	1495040	Stats::LikeR	0.321
io	read_table (csv, numeric)	read_table('num.csv')	3000	1	0.00117349624633789	1495040	Stats::LikeR	0.321
io	read_table (csv, numeric)	read_table('num.csv')	3000	2	0.00117349624633789	1495040	Stats::LikeR	0.321
io	read_table (csv, numeric)	read_table('num.csv')	3000	3	0.00117599964141846	1495040	Stats::LikeR	0.321
io	read_table (csv, numeric)	read_table('num.csv')	3000	4	0.001181960105896	1495040	Stats::LikeR	0.321
io	read_table (csv, numeric)	read_table('num.csv')	3000	5	0.00117254257202148	1495040	Stats::LikeR	0.321
io	read_table (csv, numeric)	read_table('num.csv')	3000	6	0.00117397308349609	1495040	Stats::LikeR	0.321
io	read_table (csv, mixed)	read_table('mix.csv')	3000	0	0.00136005878448486	1789952	Stats::LikeR	0.321
io	read_table (csv, mixed)	read_table('mix.csv')	3000	1	0.00134754180908203	1789952	Stats::LikeR	0.321
io	read_table (csv, mixed)	read_table('mix.csv')	3000	2	0.0013434886932373	1789952	Stats::LikeR	0.321
io	read_table (csv, mixed)	read_table('mix.csv')	3000	3	0.00135409832000732	1789952	Stats::LikeR	0.321
io	read_table (csv, mixed)	read_table('mix.csv')	3000	4	0.00134754180908203	1789952	Stats::LikeR	0.321
io	read_table (csv, mixed)	read_table('mix.csv')	3000	5	0.00135493278503418	1789952	Stats::LikeR	0.321
io	read_table (csv, mixed)	read_table('mix.csv')	3000	6	0.00134599208831787	1789952	Stats::LikeR	0.321
io	read_table (tsv, mixed)	read_table('mix.tsv')	3000	0	0.00135552883148193	1785856	Stats::LikeR	0.321
io	read_table (tsv, mixed)	read_table('mix.tsv')	3000	1	0.00136399269104004	1785856	Stats::LikeR	0.321
io	read_table (tsv, mixed)	read_table('mix.tsv')	3000	2	0.00135147571563721	1785856	Stats::LikeR	0.321
io	read_table (tsv, mixed)	read_table('mix.tsv')	3000	3	0.00135707855224609	1785856	Stats::LikeR	0.321
io	read_table (tsv, mixed)	read_table('mix.tsv')	3000	4	0.00135350227355957	1785856	Stats::LikeR	0.321
io	read_table (tsv, mixed)	read_table('mix.tsv')	3000	5	0.00136756896972656	1785856	Stats::LikeR	0.321
io	read_table (tsv, mixed)	read_table('mix.tsv')	3000	6	0.00135505199432373	1785856	Stats::LikeR	0.321
io	read_table (csv, hoa)	read_table('mix.csv', 'output.type' => 'hoa')	3000	0	0.00103950500488281	1060864	Stats::LikeR	0.321
io	read_table (csv, hoa)	read_table('mix.csv', 'output.type' => 'hoa')	3000	1	0.00102698802947998	1060864	Stats::LikeR	0.321
io	read_table (csv, hoa)	read_table('mix.csv', 'output.type' => 'hoa')	3000	2	0.00103902816772461	1060864	Stats::LikeR	0.321
io	read_table (csv, hoa)	read_table('mix.csv', 'output.type' => 'hoa')	3000	3	0.00104153156280518	1060864	Stats::LikeR	0.321
io	read_table (csv, hoa)	read_table('mix.csv', 'output.type' => 'hoa')	3000	4	0.00103700160980225	1060864	Stats::LikeR	0.321
io	read_table (csv, hoa)	read_table('mix.csv', 'output.type' => 'hoa')	3000	5	0.00102496147155762	1060864	Stats::LikeR	0.321
io	read_table (csv, hoa)	read_table('mix.csv', 'output.type' => 'hoa')	3000	6	0.00103998184204102	1060864	Stats::LikeR	0.321
io	read_table (xlsx)	read_table('mix.xlsx')	3000	0	0.00426006317138672	2269184	Stats::LikeR	0.321
io	read_table (xlsx)	read_table('mix.xlsx')	3000	1	0.00419092178344727	2269184	Stats::LikeR	0.321
io	read_table (xlsx)	read_table('mix.xlsx')	3000	2	0.00419282913208008	2269184	Stats::LikeR	0.321
io	read_table (xlsx)	read_table('mix.xlsx')	3000	3	0.00421500205993652	2269184	Stats::LikeR	0.321
io	read_table (xlsx)	read_table('mix.xlsx')	3000	4	0.00421595573425293	2269184	Stats::LikeR	0.321
io	read_table (xlsx)	read_table('mix.xlsx')	3000	5	0.00422096252441406	2269184	Stats::LikeR	0.321
io	read_table (xlsx)	read_table('mix.xlsx')	3000	6	0.00419402122497559	2269184	Stats::LikeR	0.321
io	write_table (csv, hoa)	write_table($hoa, file, 'row.names' => 0)	3000	0	0.000916004180908203	8192	Stats::LikeR	0.321
io	write_table (csv, hoa)	write_table($hoa, file, 'row.names' => 0)	3000	1	0.000890016555786133	8192	Stats::LikeR	0.321
io	write_table (csv, hoa)	write_table($hoa, file, 'row.names' => 0)	3000	2	0.000882705052693685	8192	Stats::LikeR	0.321
io	write_table (csv, hoa)	write_table($hoa, file, 'row.names' => 0)	3000	3	0.000895977020263672	8192	Stats::LikeR	0.321
io	write_table (csv, hoa)	write_table($hoa, file, 'row.names' => 0)	3000	4	0.000911951065063477	8192	Stats::LikeR	0.321
io	write_table (csv, hoa)	write_table($hoa, file, 'row.names' => 0)	3000	5	0.00103537241617839	8192	Stats::LikeR	0.321
io	write_table (csv, hoa)	write_table($hoa, file, 'row.names' => 0)	3000	6	0.000905990600585938	8192	Stats::LikeR	0.321
io	write_table (tsv, hoa)	"write_table($hoa, file, sep => ""\t"", 'row.names' => 0)"	3000	0	0.000873645146687826	0	Stats::LikeR	0.321
io	write_table (tsv, hoa)	"write_table($hoa, file, sep => ""\t"", 'row.names' => 0)"	3000	1	0.000906070073445638	0	Stats::LikeR	0.321
io	write_table (tsv, hoa)	"write_table($hoa, file, sep => ""\t"", 'row.names' => 0)"	3000	2	0.000912348429361979	0	Stats::LikeR	0.321
io	write_table (tsv, hoa)	"write_table($hoa, file, sep => ""\t"", 'row.names' => 0)"	3000	3	0.000875949859619141	0	Stats::LikeR	0.321
io	write_table (tsv, hoa)	"write_table($hoa, file, sep => ""\t"", 'row.names' => 0)"	3000	4	0.000897645950317383	0	Stats::LikeR	0.321
io	write_table (tsv, hoa)	"write_table($hoa, file, sep => ""\t"", 'row.names' => 0)"	3000	5	0.000933011372884115	0	Stats::LikeR	0.321
io	write_table (tsv, hoa)	"write_table($hoa, file, sep => ""\t"", 'row.names' => 0)"	3000	6	0.000903685887654622	0	Stats::LikeR	0.321
io	write_table (csv, aoa)	write_table($aoa, file, 'row.names' => 0)	3000	0	0.000720024108886719	4096	Stats::LikeR	0.321
io	write_table (csv, aoa)	write_table($aoa, file, 'row.names' => 0)	3000	1	0.000723997751871745	4096	Stats::LikeR	0.321
io	write_table (csv, aoa)	write_table($aoa, file, 'row.names' => 0)	3000	2	0.000702063242594401	4096	Stats::LikeR	0.321
io	write_table (csv, aoa)	write_table($aoa, file, 'row.names' => 0)	3000	3	0.000590503215789795	4096	Stats::LikeR	0.321
io	write_table (csv, aoa)	write_table($aoa, file, 'row.names' => 0)	3000	4	0.000586211681365967	4096	Stats::LikeR	0.321
io	write_table (csv, aoa)	write_table($aoa, file, 'row.names' => 0)	3000	5	0.000588536262512207	4096	Stats::LikeR	0.321
io	write_table (csv, aoa)	write_table($aoa, file, 'row.names' => 0)	3000	6	0.000587761402130127	4096	Stats::LikeR	0.321
io	write_table (csv, row.names)	write_table($hoa, file, 'row.names' => 1)	3000	0	0.000990390777587891	0	Stats::LikeR	0.321
io	write_table (csv, row.names)	write_table($hoa, file, 'row.names' => 1)	3000	1	0.000974655151367188	0	Stats::LikeR	0.321
io	write_table (csv, row.names)	write_table($hoa, file, 'row.names' => 1)	3000	2	0.000971396764119466	0	Stats::LikeR	0.321
io	write_table (csv, row.names)	write_table($hoa, file, 'row.names' => 1)	3000	3	0.00127792358398438	0	Stats::LikeR	0.321
io	write_table (csv, row.names)	write_table($hoa, file, 'row.names' => 1)	3000	4	0.000969648361206055	0	Stats::LikeR	0.321
io	write_table (csv, row.names)	write_table($hoa, file, 'row.names' => 1)	3000	5	0.000968615214029948	0	Stats::LikeR	0.321
io	write_table (csv, row.names)	write_table($hoa, file, 'row.names' => 1)	3000	6	0.000963687896728516	0	Stats::LikeR	0.321
io	write_table (xlsx, hoa)	write_table($hoa, file.xlsx, 'row.names' => 0)	3000	0	0.00464200973510742	2658304	Stats::LikeR	0.321
io	write_table (xlsx, hoa)	write_table($hoa, file.xlsx, 'row.names' => 0)	3000	1	0.00466203689575195	2658304	Stats::LikeR	0.321
io	write_table (xlsx, hoa)	write_table($hoa, file.xlsx, 'row.names' => 0)	3000	2	0.00465297698974609	2658304	Stats::LikeR	0.321
io	write_table (xlsx, hoa)	write_table($hoa, file.xlsx, 'row.names' => 0)	3000	3	0.00463390350341797	2658304	Stats::LikeR	0.321
io	write_table (xlsx, hoa)	write_table($hoa, file.xlsx, 'row.names' => 0)	3000	4	0.0047299861907959	2658304	Stats::LikeR	0.321
io	write_table (xlsx, hoa)	write_table($hoa, file.xlsx, 'row.names' => 0)	3000	5	0.00462794303894043	2658304	Stats::LikeR	0.321
io	write_table (xlsx, hoa)	write_table($hoa, file.xlsx, 'row.names' => 0)	3000	6	0.0046849250793457	2658304	Stats::LikeR	0.321
io	read_table (csv, numeric)	read_table('num.csv')	10000	0	0.00376582145690918	5070848	Stats::LikeR	0.321
io	read_table (csv, numeric)	read_table('num.csv')	10000	1	0.00378799438476562	5070848	Stats::LikeR	0.321
io	read_table (csv, numeric)	read_table('num.csv')	10000	2	0.00373387336730957	5070848	Stats::LikeR	0.321
io	read_table (csv, numeric)	read_table('num.csv')	10000	3	0.00379204750061035	5070848	Stats::LikeR	0.321
io	read_table (csv, numeric)	read_table('num.csv')	10000	4	0.00379490852355957	5070848	Stats::LikeR	0.321
io	read_table (csv, numeric)	read_table('num.csv')	10000	5	0.00376296043395996	5070848	Stats::LikeR	0.321
io	read_table (csv, numeric)	read_table('num.csv')	10000	6	0.00375604629516602	5070848	Stats::LikeR	0.321
io	read_table (csv, mixed)	read_table('mix.csv')	10000	0	0.00436019897460938	6029312	Stats::LikeR	0.321
io	read_table (csv, mixed)	read_table('mix.csv')	10000	1	0.00437402725219727	6029312	Stats::LikeR	0.321
io	read_table (csv, mixed)	read_table('mix.csv')	10000	2	0.00437784194946289	6029312	Stats::LikeR	0.321
io	read_table (csv, mixed)	read_table('mix.csv')	10000	3	0.00433492660522461	6029312	Stats::LikeR	0.321
io	read_table (csv, mixed)	read_table('mix.csv')	10000	4	0.00433802604675293	6029312	Stats::LikeR	0.321
io	read_table (csv, mixed)	read_table('mix.csv')	10000	5	0.004364013671875	6029312	Stats::LikeR	0.321
